;InChiKey;SMILES;N_count;Solvent;Target1;Target2;Target3;Target4;
1110;ANCHLEBCUYPRNH-KOLCDFICSA-N;C1C[C@]23[C@H](NC(=N2)N)N4C=C(C=C4C(=O)N3C1)Br;5;;;;;;
1111;ANCHLEBCUYPRNH-KOLCDFICSA-N;C1C[C@]23[C@H](NC(=N2)N)N4C=C(C=C4C(=O)N3C1)Br;5;;;;;;
1291;VETWJTJHQPVRPL-HNNXBMFYSA-N;CCOC(=O)CC[C@@H](C(=O)O)NC(=O)C1=CC=C(C=C1)CCC2=CNC3=C2C(=O)NC(=N3)N;5;;;;;;
1292;VETWJTJHQPVRPL-HNNXBMFYSA-N;CCOC(=O)CC[C@@H](C(=O)O)NC(=O)C1=CC=C(C=C1)CCC2=CNC3=C2C(=O)NC(=N3)N;5;;;;;;
1577;XCZHAYROHTVYBW-UHFFFAOYSA-N;CC(C)(C)OC(=O)CN1C=NC2=C1C(=O)N=C(N2)N;5;;;;;;
1578;XCZHAYROHTVYBW-UHFFFAOYSA-N;CC(C)(C)OC(=O)CN1C=NC2=C1C(=O)N=C(N2)N;5;;;;;;
1680;DVFBBMNOLAGSCW-UHFFFAOYSA-N;C1=CN2C(=NN=N2)C(=C1)C#N;5;;;;;;
1681;DVFBBMNOLAGSCW-UHFFFAOYSA-N;C1=CN2C(=NN=N2)C(=C1)C#N;5;;;;;;
1711;NZDWTKFDAUOODA-CQIRIUEISA-N;C1=CC=C(C=C1)C(=O)[15NH]C2=C3C(=NC=[15N]2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O;5;;;;;;
1712;NZDWTKFDAUOODA-CQIRIUEISA-N;C1=CC=C(C=C1)C(=O)[15NH]C2=C3C(=NC=[15N]2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O;5;;;;;;
1726;XKZWFCSLAIKGBT-ZETCQYMHSA-N;C1=C(NC=C1Br)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O;5;;;;;;
1727;XKZWFCSLAIKGBT-ZETCQYMHSA-N;C1=C(NC=C1Br)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O;5;;;;;;
1879;YKBGVTZYEHREMT-KVQBGUIXSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O;5;;;;;;
1880;YKBGVTZYEHREMT-KVQBGUIXSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O;5;;;;;;
2069;YXCOGAJKROMXTE-OYUWMTPXSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)COC(=O)OCC5C6=CC=CC=C6C7=CC=CC=C57)O;5;;;;;;
2070;YXCOGAJKROMXTE-OYUWMTPXSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)COC(=O)OCC5C6=CC=CC=C6C7=CC=CC=C57)O;5;;;;;;
2071;YXCOGAJKROMXTE-OYUWMTPXSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)COC(=O)OCC5C6=CC=CC=C6C7=CC=CC=C57)O;5;;;;;;
2072;YXCOGAJKROMXTE-OYUWMTPXSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)COC(=O)OCC5C6=CC=CC=C6C7=CC=CC=C57)O;5;;;;;;
2073;PAJJAJJEDGZODV-UHFFFAOYSA-N;CN1CCC(CC1)C2=NN=C3N2C4=CC=CC=C4C(=NC3)C5=CC=CC=C5Cl;5;;;;;;
2074;PAJJAJJEDGZODV-UHFFFAOYSA-N;CN1CCC(CC1)C2=NN=C3N2C4=CC=CC=C4C(=NC3)C5=CC=CC=C5Cl;5;;;;;;
2184;SRGRECHFRGKHQD-NWDGAFQWSA-N;CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3CC[C@H](O3)CO)C;5;;;;;;
2185;SRGRECHFRGKHQD-NWDGAFQWSA-N;CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3CC[C@H](O3)CO)C;5;;;;;;
2258;IUDMZJRPDRCJEB-UHFFFAOYSA-N;C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=NC(=NC=C4)N;5;;;;;;
2259;IUDMZJRPDRCJEB-UHFFFAOYSA-N;C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=NC(=NC=C4)N;5;;;;;;
2260;KIMPHQDZWPGCTD-UHFFFAOYSA-N;CC(C)(C)NC(=O)C1=C(N(C=N1)C(=O)NC)N;5;;;;;;
2261;KIMPHQDZWPGCTD-UHFFFAOYSA-N;CC(C)(C)NC(=O)C1=C(N(C=N1)C(=O)NC)N;5;;;;;;
2358;MYSULTPODUXIGN-GWFXBUFQSA-M;C1=NC2=C(N1)C(=O)[15N]=[13C]([15NH]2)[S-].[Na+];5;;;;;;
2359;MYSULTPODUXIGN-GWFXBUFQSA-M;C1=NC2=C(N1)C(=O)[15N]=[13C]([15NH]2)[S-].[Na+];5;;;;;;
2414;MPINEIBOCSDLPH-UHFFFAOYSA-N;CCCCC1=CN=C(N=C1)N=[N+]=[N-];5;;;;;;
2415;MPINEIBOCSDLPH-UHFFFAOYSA-N;CCCCC1=CN=C(N=C1)N=[N+]=[N-];5;;;;;;
2450;NYHBQMYGNKIUIF-DSKATIKOSA-N;C1=NC2=C(N1C3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2451;NYHBQMYGNKIUIF-DSKATIKOSA-N;C1=NC2=C(N1C3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2458;PNXRCBLDHXQCGS-OJKSBZLNSA-N;[B-](F)(F)(F)F.CC1=CC=C(C=C1)/C=[N+]\2/C3=C(C=CC(=C3)C)N4C=NN=C4N2;5;;;;;;
2459;PNXRCBLDHXQCGS-OJKSBZLNSA-N;[B-](F)(F)(F)F.CC1=CC=C(C=C1)/C=[N+]\2/C3=C(C=CC(=C3)C)N4C=NN=C4N2;5;;;;;;
2462;OIRDTQYFTABQOQ-UHTZMRCNSA-N;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N;5;;;;;;
2463;OIRDTQYFTABQOQ-UHTZMRCNSA-N;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N;5;;;;;;
2537;MJGQHNFLNHSWJT-UHFFFAOYSA-N;CN(C)P(N1C=NC=N1)N(C)C;5;;;;;;
2538;MJGQHNFLNHSWJT-UHFFFAOYSA-N;CN(C)P(N1C=NC=N1)N(C)C;5;;;;;;
2682;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2683;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2684;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2685;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2686;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2687;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2688;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2689;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2690;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2691;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2692;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2693;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2694;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2695;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2696;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2697;NYHBQMYGNKIUIF-GIMIYPNGSA-N;C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NC(=NC2=O)N;5;;;;;;
2742;YVIYYIINOVTGCN-KCJUWKMLSA-N;C1C[C@@]23[C@@H](C4=C(C(=O)N2C1)NC=C4Br)NC(=N3)N;5;;;;;;
2743;YVIYYIINOVTGCN-KCJUWKMLSA-N;C1C[C@@]23[C@@H](C4=C(C(=O)N2C1)NC=C4Br)NC(=N3)N;5;;;;;;
2776;NGLWECRWOUVRTR-UHFFFAOYSA-N;CN1N=C(C(=[N+]1[O-])[N+](=O)[O-])[N+](=O)[O-];5;;;;;;
2777;NGLWECRWOUVRTR-UHFFFAOYSA-N;CN1N=C(C(=[N+]1[O-])[N+](=O)[O-])[N+](=O)[O-];5;;;;;;
2848;KZFYOVBBOIVHNC-UHFFFAOYSA-N;CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4;5;;;;;;
2849;KZFYOVBBOIVHNC-UHFFFAOYSA-N;CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4;5;;;;;;
2854;GRASBJRYLQJMMU-QYZOEREBSA-N;C1[C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)CO)OC(=O)C5=CC=CC=C5;5;;;;;;
2855;GRASBJRYLQJMMU-QYZOEREBSA-N;C1[C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)CO)OC(=O)C5=CC=CC=C5;5;;;;;;
2856;GRASBJRYLQJMMU-QYZOEREBSA-N;C1[C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)CO)OC(=O)C5=CC=CC=C5;5;;;;;;
2857;GRASBJRYLQJMMU-QYZOEREBSA-N;C1[C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)NC(=O)C4=CC=CC=C4)CO)OC(=O)C5=CC=CC=C5;5;;;;;;
2888;CBNBUJOQEFBJLK-UHFFFAOYSA-N;C1=CN(C(=O)N=C1)CCN=[N+]=[N-];5;;;;;;
2889;CBNBUJOQEFBJLK-UHFFFAOYSA-N;C1=CN(C(=O)N=C1)CCN=[N+]=[N-];5;;;;;;
2979;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
2980;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
2983;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
2984;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
2985;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
2986;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
2987;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
2988;FVSDBFPXGMEACC-UHFFFAOYSA-N;C1=CC2=NN=NN2C=C1[N+](=O)[O-];5;;;;;;
3019;CAZUZJNMMCZHGF-WLRCRNKOSA-N;CONC1=C2C(=NC=[15N]1)N(C=[15N]2)[C@H]3C[C@@H]([C@H](O3)CO)O;5;;;;;;
3020;CAZUZJNMMCZHGF-WLRCRNKOSA-N;CONC1=C2C(=NC=[15N]1)N(C=[15N]2)[C@H]3C[C@@H]([C@H](O3)CO)O;5;;;;;;
3068;HELBKYKTMAHCAZ-UHFFFAOYSA-N;C1(=C(N=C(N=C1F)F)N=[N+]=[N-])F;5;;;;;;
3069;HELBKYKTMAHCAZ-UHFFFAOYSA-N;C1(=C(N=C(N=C1F)F)N=[N+]=[N-])F;5;;;;;;
3412;YIBGSUCSGGBWFF-UHFFFAOYSA-N;CN(C)CCC1=NN=C2N1C3=CC=CC=C3C(=NC2)C4=CC=CC=C4;5;;;;;;
3413;YIBGSUCSGGBWFF-UHFFFAOYSA-N;CN(C)CCC1=NN=C2N1C3=CC=CC=C3C(=NC2)C4=CC=CC=C4;5;;;;;;
3455;GTKOKCQMHAGFSM-UHFFFAOYSA-N;CN1C(=NN=N1)N;5;;;;;;
3456;GTKOKCQMHAGFSM-UHFFFAOYSA-N;CN1C(=NN=N1)N;5;;;;;;
3469;GTKOKCQMHAGFSM-UHFFFAOYSA-N;CN1C(=NN=N1)N;5;;;;;;
3470;GTKOKCQMHAGFSM-UHFFFAOYSA-N;CN1C(=NN=N1)N;5;;;;;;
3471;GTKOKCQMHAGFSM-UHFFFAOYSA-N;CN1C(=NN=N1)N;5;;;;;;
3472;GTKOKCQMHAGFSM-UHFFFAOYSA-N;CN1C(=NN=N1)N;5;;;;;;
3634;LQRIUQMZVGHDTK-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)C2=CN(N=N2)CC3=CC=CC=N3;5;;;;;;
3635;LQRIUQMZVGHDTK-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)C2=CN(N=N2)CC3=CC=CC=N3;5;;;;;;
3704;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3705;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3710;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3711;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3712;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3713;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3714;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3715;ULRPISSMEBPJLN-UHFFFAOYSA-N;C1(=NNN=N1)N;5;;;;;;
3858;YVYFDNPPYAAWHY-UHFFFAOYSA-N;CN1N=C(C(=[N+]1[O-])[N+](=O)[O-])N;5;;;;;;
3859;YVYFDNPPYAAWHY-UHFFFAOYSA-N;CN1N=C(C(=[N+]1[O-])[N+](=O)[O-])N;5;;;;;;
4105;LLTPKPWWBNJJLO-HLPNUMSUSA-N;[B-](F)(F)(F)F.CC1=CC\2=C(C=C1)N3C=NN=C3N/[N+]2=C\C=C\C4=CC=CC=C4;5;;;;;;
4106;LLTPKPWWBNJJLO-HLPNUMSUSA-N;[B-](F)(F)(F)F.CC1=CC\2=C(C=C1)N3C=NN=C3N/[N+]2=C\C=C\C4=CC=CC=C4;5;;;;;;
4162;BHVKDCNXMWGWEZ-FJQMCSPPSA-M;C[C@@H]1CCC2=C([C@@]1(C)CC/C(=C/CN3C=[N+](C4=NC=NC(=C43)N)C)/C)CCCC2(C)C.[Cl-];5;;;;;;
4163;BHVKDCNXMWGWEZ-FJQMCSPPSA-M;C[C@@H]1CCC2=C([C@@]1(C)CC/C(=C/CN3C=[N+](C4=NC=NC(=C43)N)C)/C)CCCC2(C)C.[Cl-];5;;;;;;
4198;BTERLCQQBYXVIN-UHFFFAOYSA-N;C1=NC2=C(N1)C(=O)NN=N2;5;;;;;;
4199;BTERLCQQBYXVIN-UHFFFAOYSA-N;C1=NC2=C(N1)C(=O)NN=N2;5;;;;;;
4202;WBXPDJSOTKVWSJ-ZDUSSCGKSA-N;C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O;5;;;;;;
4203;WBXPDJSOTKVWSJ-ZDUSSCGKSA-N;C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O;5;;;;;;
4230;XBTQDIORYRYNBK-UHFFFAOYSA-N;CCOC(=O)C(C#N)SC1=NN([N+](=N1)C2=CC=CC=C2)C3=CC=CC=C3;5;;;;;;
4231;XBTQDIORYRYNBK-UHFFFAOYSA-N;CCOC(=O)C(C#N)SC1=NN([N+](=N1)C2=CC=CC=C2)C3=CC=CC=C3;5;;;;;;
4336;ARAYVTCXPOFLEW-UHFFFAOYSA-N;C1C2=NN=C(N2C3=C(C=C(C=C3)Br)C(=N1)C4=CC=CC=C4)CCN;5;;;;;;
4337;ARAYVTCXPOFLEW-UHFFFAOYSA-N;C1C2=NN=C(N2C3=C(C=C(C=C3)Br)C(=N1)C4=CC=CC=C4)CCN;5;;;;;;
4539;CSNFMBGHUOSBFU-UHFFFAOYSA-N;C1=C(C(=NC(=N1)N)N)N;5;;;;;;
4540;CSNFMBGHUOSBFU-UHFFFAOYSA-N;C1=C(C(=NC(=N1)N)N)N;5;;;;;;
4545;CSNFMBGHUOSBFU-UHFFFAOYSA-N;C1=C(C(=NC(=N1)N)N)N;5;;;;;;
4546;CSNFMBGHUOSBFU-UHFFFAOYSA-N;C1=C(C(=NC(=N1)N)N)N;5;;;;;;
4547;CSNFMBGHUOSBFU-UHFFFAOYSA-N;C1=C(C(=NC(=N1)N)N)N;5;;;;;;
4548;CSNFMBGHUOSBFU-UHFFFAOYSA-N;C1=C(C(=NC(=N1)N)N)N;5;;;;;;
4549;CSNFMBGHUOSBFU-UHFFFAOYSA-N;C1=C(C(=NC(=N1)N)N)N;5;;;;;;
4629;BIXYYZIIJIXVFW-FJFJXFQQSA-N;C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)Cl)N;5;;;;;;
4630;BIXYYZIIJIXVFW-FJFJXFQQSA-N;C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)Cl)N;5;;;;;;
4811;USVMJSALORZVDV-OXUWNYNTSA-N;CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)C;5;;;;;;
4812;USVMJSALORZVDV-OXUWNYNTSA-N;CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)C;5;;;;;;
4940;MKCFBJDWCJAOTN-KOLCDFICSA-N;C1C[C@]23[C@H](NC(=N2)N)N4C(=CC(=C4Br)Br)C(=O)N3C1;5;;;;;;
4941;MKCFBJDWCJAOTN-KOLCDFICSA-N;C1C[C@]23[C@H](NC(=N2)N)N4C(=CC(=C4Br)Br)C(=O)N3C1;5;;;;;;
5077;LETDDKASAHWJSI-UHFFFAOYSA-N;C1=NN=N[N-]1.[Na+];5;;;;;;
5078;LETDDKASAHWJSI-UHFFFAOYSA-N;C1=NN=N[N-]1.[Na+];5;;;;;;
5127;WTAGHLQWXHCOEV-YNEHKIRRSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COC(=O)C4=CC=CC=C4)O;5;;;;;;
5128;WTAGHLQWXHCOEV-YNEHKIRRSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COC(=O)C4=CC=CC=C4)O;5;;;;;;
5129;WTAGHLQWXHCOEV-YNEHKIRRSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COC(=O)C4=CC=CC=C4)O;5;;;;;;
5130;WTAGHLQWXHCOEV-YNEHKIRRSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COC(=O)C4=CC=CC=C4)O;5;;;;;;
5204;SIRSANXWVFVQBG-UHFFFAOYSA-N;C1=C(C(=NN1[N+](=O)[O-])[N+](=O)[O-])C#N;5;;;;;;
5205;SIRSANXWVFVQBG-UHFFFAOYSA-N;C1=C(C(=NN1[N+](=O)[O-])[N+](=O)[O-])C#N;5;;;;;;
5615;GCVZNVTXNUTBFB-SDPXSBNPSA-N;CC(=O)OC[C@H]1[C@@H]([C@@H]([C@H](O1)N2C=NC3=C(N=CN=C32)N)OC(=O)C)OC(=O)C;5;;;;;;
5616;GCVZNVTXNUTBFB-SDPXSBNPSA-N;CC(=O)OC[C@H]1[C@@H]([C@@H]([C@H](O1)N2C=NC3=C(N=CN=C32)N)OC(=O)C)OC(=O)C;5;;;;;;
5773;QKVOWCDPJQLWAG-UHFFFAOYSA-N;CC(C)C(=O)NC1=NC(=O)C2=C(N1)N=CN2CC3=CC=CC=C3;5;;;;;;
5774;QKVOWCDPJQLWAG-UHFFFAOYSA-N;CC(C)C(=O)NC1=NC(=O)C2=C(N1)N=CN2CC3=CC=CC=C3;5;;;;;;
5775;PJUZNZJFRXDPMY-UHFFFAOYSA-N;CN1N=C(C(=N1)[N+](=O)[O-])[N+](=O)[O-];5;;;;;;
5776;PJUZNZJFRXDPMY-UHFFFAOYSA-N;CN1N=C(C(=N1)[N+](=O)[O-])[N+](=O)[O-];5;;;;;;
5788;AVWLAAMRGGKGRS-DTIJVSIKSA-N;CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C([15N]=CN=C32)[15NH]C(=O)C4=CC=CC=C4)OC(=O)C)OC(=O)C;5;;;;;;
5789;AVWLAAMRGGKGRS-DTIJVSIKSA-N;CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C([15N]=CN=C32)[15NH]C(=O)C4=CC=CC=C4)OC(=O)C)OC(=O)C;5;;;;;;
6088;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6089;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6090;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6091;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6092;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6093;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6094;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6095;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6096;JTTIOYHBNXDJOD-UHFFFAOYSA-N;C1=C(N=C(N=C1N)N)N;5;;;;;;
6375;KPGVUOQMOHGHEW-UHFFFAOYSA-N;CC(C)(C)OC(=O)NC(CC1=CN(C=N1)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C(=O)O;5;;;;;;
6376;KPGVUOQMOHGHEW-UHFFFAOYSA-N;CC(C)(C)OC(=O)NC(CC1=CN(C=N1)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C(=O)O;5;;;;;;
6434;KHEAYOYWLQZTFG-UHFFFAOYSA-N;CCOC(=O)C(C#N)C1=NN([N+](=N1)C2=CC=CC=C2)C3=CC=CC=C3;5;;;;;;
6435;KHEAYOYWLQZTFG-UHFFFAOYSA-N;CCOC(=O)C(C#N)C1=NN([N+](=N1)C2=CC=CC=C2)C3=CC=CC=C3;5;;;;;;
6436;KHEAYOYWLQZTFG-UHFFFAOYSA-N;CCOC(=O)C(C#N)C1=NN([N+](=N1)C2=CC=CC=C2)C3=CC=CC=C3;5;;;;;;
6437;KHEAYOYWLQZTFG-UHFFFAOYSA-N;CCOC(=O)C(C#N)C1=NN([N+](=N1)C2=CC=CC=C2)C3=CC=CC=C3;5;;;;;;
6521;XEHLLUQVSRLWMH-HMXKMONRSA-N;CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C;5;;;;;;
6522;XEHLLUQVSRLWMH-HMXKMONRSA-N;CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C;5;;;;;;
6624;LQSMZMNBNJGTPR-UHFFFAOYSA-N;C1=CC(=CC(=C1)[N+](=O)[O-])N=C(N)NC#N;5;;;;;;
6625;LQSMZMNBNJGTPR-UHFFFAOYSA-N;C1=CC(=CC(=C1)[N+](=O)[O-])N=C(N)NC#N;5;;;;;;
6646;OLXZPDWKRNYJJZ-NKQOSZMYSA-N;C1[C@@H]([C@H](O[C@H]1N2C=[15N]C3=C([15N]=CN=C32)N)CO)O;5;;;;;;
6647;OLXZPDWKRNYJJZ-NKQOSZMYSA-N;C1[C@@H]([C@H](O[C@H]1N2C=[15N]C3=C([15N]=CN=C32)N)CO)O;5;;;;;;
6668;OOORBNXUUWUKSM-DJLDLDEBSA-N;CC(C)(C(Cl)(Cl)Cl)OC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O;5;;;;;;
6669;OOORBNXUUWUKSM-DJLDLDEBSA-N;CC(C)(C(Cl)(Cl)Cl)OC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O;5;;;;;;
6672;OOORBNXUUWUKSM-DJLDLDEBSA-N;CC(C)(C(Cl)(Cl)Cl)OC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O;5;;;;;;
6673;OOORBNXUUWUKSM-DJLDLDEBSA-N;CC(C)(C(Cl)(Cl)Cl)OC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O;5;;;;;;
6674;DHTLDKJFDNEKCV-UHFFFAOYSA-N;CC(=O)NC1=NN=NN1C;5;;;;;;
6675;DHTLDKJFDNEKCV-UHFFFAOYSA-N;CC(=O)NC1=NN=NN1C;5;;;;;;
6676;DHTLDKJFDNEKCV-UHFFFAOYSA-N;CC(=O)NC1=NN=NN1C;5;;;;;;
